Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Technology,Houston,United States,Kean Thornton,20.00%,1,10-09-2016,CA-2016-146206,77095,Polycom VVX 310 VoIP phone,54,5,Central,720,Consumer,14-09-2016,Second Class,Texas,Phones
Furniture,Mishawaka,United States,Sonia Cooley,0.00%,1,16-06-2014,CA-2014-136644,46544,"Global Geo Office Task Chair, Gray",32,8,Central,648,Consumer,22-06-2014,Standard Class,Indiana,Chairs
Office Supplies,San Diego,United States,Bryan Spruell,0.00%,1,26-09-2015,CA-2015-122371,92037,"Sortfiler Multipurpose Personal File Organizer, Black",19,3,West,64,Home Office,01-10-2015,Standard Class,California,Storage
Office Supplies,San Diego,United States,Bryan Spruell,0.00%,1,26-09-2015,CA-2015-122371,92037,Cameo Buff Policy Envelopes,58,2,West,124,Home Office,01-10-2015,Standard Class,California,Envelopes
Office Supplies,San Francisco,United States,Bill Tyler,20.00%,1,19-05-2016,CA-2016-126935,94109,GBC Personal VeloBind Strips,3,1,West,10,Corporate,24-05-2016,Standard Class,California,Binders
Office Supplies,Miami,United States,Dan Campbell,20.00%,1,22-06-2017,US-2017-133781,33178,"#10 White Business Envelopes,4 1/8 x 9 1/2",13,3,South,38,Consumer,23-06-2017,First Class,Florida,Envelopes
Office Supplies,Skokie,United States,Luke Schmidt,20.00%,1,17-06-2017,CA-2017-131618,60076,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",4,2,Central,12,Corporate,20-06-2017,First Class,Illinois,Paper
Office Supplies,Skokie,United States,Luke Schmidt,80.00%,1,17-06-2017,CA-2017-131618,60076,Avery Durable Binders,-4,4,Central,2,Corporate,20-06-2017,First Class,Illinois,Binders
Office Supplies,Skokie,United States,Luke Schmidt,80.00%,1,17-06-2017,CA-2017-131618,60076,Fellowes Binding Cases,-16,4,Central,9,Corporate,20-06-2017,First Class,Illinois,Binders
Office Supplies,San Francisco,United States,Ralph Ritter,0.00%,1,14-11-2016,CA-2016-149482,94110,Avery 52,3,2,West,7,Consumer,19-11-2016,Standard Class,California,Labels
Office Supplies,San Francisco,United States,Ken Lonsdale,0.00%,1,25-07-2014,CA-2014-143917,94122,"Fellowes Personal Hanging Folder Files, Navy",15,4,West,54,Consumer,27-07-2014,Second Class,California,Storage
Office Supplies,San Francisco,United States,Ken Lonsdale,0.00%,1,25-07-2014,CA-2014-143917,94122,High Speed Automatic Electric Letter Opener,328,5,West,"8,188",Consumer,27-07-2014,Second Class,California,Supplies
Furniture,San Francisco,United States,Ken Lonsdale,0.00%,1,25-07-2014,CA-2014-143917,94122,Staple-based wall hangings,34,8,West,78,Consumer,27-07-2014,Second Class,California,Furnishings
Office Supplies,Houston,United States,Richard Bierner,80.00%,1,02-07-2015,CA-2015-120397,77070,Belkin 8 Outlet Surge Protector,-85,4,Central,33,Consumer,02-07-2015,Same Day,Texas,Appliances
Technology,Los Angeles,United States,Maribeth Yedwab,20.00%,1,02-03-2017,CA-2017-163902,90045,Panasonic KX TS3282B Corded phone,15,3,West,197,Corporate,08-03-2017,Standard Class,California,Phones
Technology,Los Angeles,United States,Maribeth Yedwab,0.00%,1,02-03-2017,CA-2017-163902,90045,Logitech G13 Programmable Gameboard with LCD Display,53,6,West,480,Corporate,08-03-2017,Standard Class,California,Accessories
Office Supplies,Oklahoma City,United States,Arthur Wiediger,0.00%,1,18-11-2016,CA-2016-136812,73120,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",56,4,Central,"1,118",Home Office,23-11-2016,Standard Class,Oklahoma,Storage
Technology,Monroe,United States,Kelly Williams,0.00%,1,18-04-2015,CA-2015-102722,71203,Memorex Froggy Flash Drive 8 GB,42,6,South,107,Consumer,19-04-2015,First Class,Louisiana,Accessories
Office Supplies,Tampa,United States,Daniel Byrd,70.00%,1,02-12-2017,CA-2017-155089,33614,"Premier Elliptical Ring Binder, Black",-33,5,South,46,Home Office,06-12-2017,Standard Class,Florida,Binders
Technology,Chicago,United States,Brenda Bowman,20.00%,1,11-11-2016,CA-2016-124506,60623,Belkin F8E887 USB Wired Ergonomic Keyboard,1,4,Central,96,Corporate,17-11-2016,Standard Class,Illinois,Accessories
Furniture,Chicago,United States,Brenda Bowman,30.00%,1,11-11-2016,CA-2016-124506,60623,Global Chrome Stack Chair,-2,2,Central,48,Corporate,17-11-2016,Standard Class,Illinois,Chairs
Office Supplies,Bowling Green,United States,Nora Preis,20.00%,1,05-09-2014,CA-2014-106572,43402,Economy Rollaway Files,20,2,East,264,Consumer,10-09-2014,Standard Class,Ohio,Storage
Office Supplies,Houston,United States,Peter Bühler,20.00%,1,15-11-2014,CA-2014-128888,77095,Ames Color-File Green Diamond Border X-ray Mailers,204,9,Central,605,Consumer,22-11-2014,Standard Class,Texas,Envelopes
Furniture,Westfield,United States,Dorothy Wardle,0.00%,1,02-05-2017,CA-2017-123134,7090,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,13,3,East,130,Corporate,07-05-2017,Standard Class,New Jersey,Furnishings
Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.00%,1,15-10-2016,CA-2016-124352,73120,Avery 49,10,7,Central,20,Home Office,21-10-2016,Standard Class,Oklahoma,Labels
Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.00%,1,15-10-2016,CA-2016-124352,73120,Avery 508,14,6,Central,29,Home Office,21-10-2016,Standard Class,Oklahoma,Labels
Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.00%,1,15-10-2016,CA-2016-124352,73120,Hoover Upright Vacuum With Dirt Cup,252,3,Central,869,Home Office,21-10-2016,Standard Class,Oklahoma,Appliances
Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.00%,1,15-10-2016,CA-2016-124352,73120,Xerox 1999,6,2,Central,13,Home Office,21-10-2016,Standard Class,Oklahoma,Paper
Technology,Oklahoma City,United States,Cynthia Delaney,0.00%,1,15-10-2016,CA-2016-124352,73120,Samsung Replacement EH64AVFWE Premium Headset,1,1,Central,6,Home Office,21-10-2016,Standard Class,Oklahoma,Phones
Office Supplies,Oklahoma City,United States,Cynthia Delaney,0.00%,1,15-10-2016,CA-2016-124352,73120,Ibico Plastic Spiral Binding Combs,56,4,Central,122,Home Office,21-10-2016,Standard Class,Oklahoma,Binders
Office Supplies,Houston,United States,Thomas Thornton,20.00%,1,06-04-2015,CA-2015-124541,77041,Newell 312,5,9,Central,42,Consumer,10-04-2015,Standard Class,Texas,Art
Technology,Houston,United States,Thomas Thornton,20.00%,1,06-04-2015,CA-2015-124541,77041,Maxell 4.7GB DVD-RW 3/Pack,4,2,Central,25,Consumer,10-04-2015,Standard Class,Texas,Accessories
Office Supplies,Houston,United States,Thomas Thornton,80.00%,1,06-04-2015,CA-2015-124541,77041,Ibico Covers for Plastic or Wire Binding Elements,-12,3,Central,7,Consumer,10-04-2015,Standard Class,Texas,Binders
Office Supplies,Houston,United States,Thomas Thornton,80.00%,1,06-04-2015,CA-2015-124541,77041,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-17,6,Central,10,Consumer,10-04-2015,Standard Class,Texas,Binders
Office Supplies,Houston,United States,Thomas Thornton,20.00%,1,06-04-2015,CA-2015-124541,77041,Xerox 1949,3,2,Central,8,Consumer,10-04-2015,Standard Class,Texas,Paper
Office Supplies,Fort Lauderdale,United States,Daniel Byrd,20.00%,1,24-10-2014,CA-2014-108707,33311,Xerox 210,4,2,South,10,Home Office,29-10-2014,Standard Class,Florida,Paper
Office Supplies,Little Rock,United States,Don Jones,0.00%,1,17-08-2014,CA-2014-111500,72209,Xerox 1929,53,5,South,114,Corporate,21-08-2014,Standard Class,Arkansas,Paper
Office Supplies,Little Rock,United States,Don Jones,0.00%,1,17-08-2014,CA-2014-111500,72209,Avery Non-Stick Binders,8,4,South,18,Corporate,21-08-2014,Standard Class,Arkansas,Binders
Office Supplies,Little Rock,United States,Don Jones,0.00%,1,17-08-2014,CA-2014-111500,72209,Colored Push Pins,5,7,South,13,Corporate,21-08-2014,Standard Class,Arkansas,Fasteners
Technology,Little Rock,United States,Don Jones,0.00%,1,17-08-2014,CA-2014-111500,72209,Logitech Gaming G510s - Keyboard,122,4,South,340,Corporate,21-08-2014,Standard Class,Arkansas,Accessories
Office Supplies,Philadelphia,United States,Dionis Lloyd,20.00%,1,15-08-2017,US-2017-117723,19120,Tennsco Single-Tier Lockers,-338,6,East,"1,802",Corporate,18-08-2017,Second Class,Pennsylvania,Storage
Technology,La Quinta,United States,Lori Olson,0.00%,1,06-09-2015,CA-2015-143238,92253,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18,4,West,46,Corporate,08-09-2015,First Class,California,Accessories
Furniture,Cleveland,United States,Seth Vernon,30.00%,1,27-01-2015,CA-2015-168746,44105,High-Back Leather Manager's Chair,-55,2,East,182,Consumer,29-01-2015,Second Class,Ohio,Chairs
Technology,Cleveland,United States,Seth Vernon,40.00%,1,27-01-2015,CA-2015-168746,44105,Polycom VVX 310 VoIP phone,-101,4,East,432,Consumer,29-01-2015,Second Class,Ohio,Phones
Technology,Cleveland,United States,Seth Vernon,40.00%,1,27-01-2015,CA-2015-168746,44105,Nortel Meridian M5316 Digital phone,-36,1,East,155,Consumer,29-01-2015,Second Class,Ohio,Phones
Furniture,San Francisco,United States,Eleni McCrary,20.00%,1,16-07-2015,CA-2015-113404,94122,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,-219,6,West,"1,349",Corporate,16-07-2015,Same Day,California,Chairs
Furniture,San Francisco,United States,Eleni McCrary,20.00%,1,16-07-2015,CA-2015-113404,94122,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,79,3,West,700,Corporate,16-07-2015,Same Day,California,Chairs
Furniture,Scottsdale,United States,Ken Dana,20.00%,1,30-04-2016,CA-2016-144792,85254,12-1/2 Diameter Round Wall Clock,22,7,West,112,Corporate,04-05-2016,Standard Class,Arizona,Furnishings
Office Supplies,Philadelphia,United States,Nicole Brennan,20.00%,1,26-09-2014,CA-2014-164385,19134,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,14,3,East,144,Corporate,01-10-2014,Second Class,Pennsylvania,Appliances
Furniture,Malden,United States,Anne Pryor,0.00%,1,08-09-2016,US-2016-114174,2148,"Bush Westfield Collection Bookcases, Dark Cherry Finish",14,3,East,174,Home Office,14-09-2016,Standard Class,Massachusetts,Bookcases
Office Supplies,Malden,United States,Anne Pryor,0.00%,1,08-09-2016,US-2016-114174,2148,Avery 52,7,4,East,15,Home Office,14-09-2016,Standard Class,Massachusetts,Labels
Office Supplies,San Jose,United States,Joel Eaton,0.00%,1,16-04-2017,CA-2017-108070,95123,"Belkin 19"" Vented Equipment Shelf, Black",2,4,West,206,Consumer,20-04-2017,Standard Class,California,Storage
Furniture,San Jose,United States,Joel Eaton,15.00%,1,16-04-2017,CA-2017-108070,95123,O'Sullivan Living Dimensions 2-Shelf Bookcases,-6,1,West,103,Consumer,20-04-2017,Standard Class,California,Bookcases
Office Supplies,Phoenix,United States,John Murray,20.00%,1,16-08-2015,US-2015-128090,85023,Newell 346,0,1,West,2,Consumer,22-08-2015,Standard Class,Arizona,Art
Technology,Phoenix,United States,John Murray,20.00%,1,16-08-2015,US-2015-128090,85023,Samsung Galaxy S4 Mini,211,5,West,"1,880",Consumer,22-08-2015,Standard Class,Arizona,Phones
Office Supplies,Phoenix,United States,John Murray,20.00%,1,16-08-2015,US-2015-128090,85023,Xerox 1891,106,8,West,313,Consumer,22-08-2015,Standard Class,Arizona,Paper
Office Supplies,Phoenix,United States,John Murray,20.00%,1,16-08-2015,US-2015-128090,85023,Avery 488,2,2,West,5,Consumer,22-08-2015,Standard Class,Arizona,Labels
Furniture,Henderson,United States,Adrian Barton,0.00%,1,19-11-2017,CA-2017-101042,42420,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",214,6,South,822,Consumer,23-11-2017,Standard Class,Kentucky,Furnishings
Office Supplies,Henderson,United States,Adrian Barton,0.00%,1,19-11-2017,CA-2017-101042,42420,GBC Imprintable Covers,11,2,South,22,Consumer,23-11-2017,Standard Class,Kentucky,Binders
Office Supplies,Columbia,United States,Parhena Norris,0.00%,1,14-09-2016,CA-2016-155439,29203,Xerox 224,12,4,South,26,Home Office,18-09-2016,Standard Class,South Carolina,Paper
Technology,Tallahassee,United States,John Castell,20.00%,1,15-08-2016,CA-2016-118626,32303,HTC One Mini,71,7,South,706,Consumer,20-08-2016,Standard Class,Florida,Phones
Technology,New York City,United States,Philip Fox,0.00%,1,26-09-2015,CA-2015-111458,10035,Dell Slim USB Multimedia Keyboard,12,2,East,50,Consumer,30-09-2015,Standard Class,New York,Accessories
Furniture,Houston,United States,Bart Watters,60.00%,1,08-10-2016,US-2016-126844,77070,Contemporary Wood/Metal Frame,-32,8,Central,52,Corporate,14-10-2016,Standard Class,Texas,Furnishings
Office Supplies,Coral Springs,United States,Ben Peterman,20.00%,1,24-03-2015,US-2015-112508,33065,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",1,2,South,7,Corporate,30-03-2015,Standard Class,Florida,Appliances
Furniture,Orem,United States,Tamara Manning,0.00%,1,31-05-2015,CA-2015-147788,84057,O'Sullivan Living Dimensions 3-Shelf Bookcases,141,7,West,"1,407",Consumer,04-06-2015,Standard Class,Utah,Bookcases
Office Supplies,Orem,United States,Tamara Manning,0.00%,1,31-05-2015,CA-2015-147788,84057,Self-Adhesive Removable Labels,8,5,West,16,Consumer,04-06-2015,Standard Class,Utah,Labels
Office Supplies,Orem,United States,Tamara Manning,0.00%,1,31-05-2015,CA-2015-147788,84057,Fellowes Super Stor/Drawer Files,61,2,West,323,Consumer,04-06-2015,Standard Class,Utah,Storage
Office Supplies,Nashville,United States,Maria Bertelson,20.00%,1,25-12-2015,CA-2015-144288,37211,Avery 474,3,4,South,9,Consumer,31-12-2015,Standard Class,Tennessee,Labels
Office Supplies,Nashville,United States,Maria Bertelson,20.00%,1,25-12-2015,CA-2015-144288,37211,Xerox 227,4,2,South,10,Consumer,31-12-2015,Standard Class,Tennessee,Paper
Technology,New York City,United States,Harold Ryan,0.00%,1,17-03-2015,CA-2015-110632,10009,KeyTronic KT800P2 - Keyboard - Black,3,1,East,15,Corporate,22-03-2015,Second Class,New York,Accessories
Office Supplies,New York City,United States,Harold Ryan,0.00%,1,17-03-2015,CA-2015-110632,10009,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",9,2,East,34,Corporate,22-03-2015,Second Class,New York,Storage
Technology,Bowling Green,United States,Brian Derr,0.00%,1,21-12-2017,CA-2017-109589,42104,Memorex Froggy Flash Drive 8 GB,28,4,South,71,Consumer,24-12-2017,First Class,Kentucky,Accessories
Office Supplies,Bellingham,United States,Sarah Foster,20.00%,1,01-11-2017,CA-2017-123967,98226,GBC Standard Plastic Binding Systems' Combs,8,5,West,25,Consumer,03-11-2017,Second Class,Washington,Binders
Furniture,Bellingham,United States,Sarah Foster,0.00%,1,01-11-2017,CA-2017-123967,98226,Hon 94000 Series Round Tables,240,9,West,"2,666",Consumer,03-11-2017,Second Class,Washington,Tables
Office Supplies,New York City,United States,Stefania Perrino,0.00%,1,07-09-2017,CA-2017-148929,10011,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",134,8,East,478,Corporate,11-09-2017,Standard Class,New York,Storage
Technology,Newark,United States,Dan Reichenbach,40.00%,1,27-12-2017,CA-2017-134404,43055,AT&T 1080 Corded phone,-36,2,East,164,Corporate,27-12-2017,Same Day,Ohio,Phones
Office Supplies,Newark,United States,Dan Reichenbach,20.00%,1,27-12-2017,CA-2017-134404,43055,BIC Brite Liner Highlighters,4,4,East,13,Corporate,27-12-2017,Same Day,Ohio,Art
Office Supplies,Woodstock,United States,Valerie Mitchum,20.00%,1,16-07-2017,CA-2017-109778,60098,"Crayola Anti Dust Chalk, 12/Pack",1,2,Central,3,Home Office,21-07-2017,Standard Class,Illinois,Art
Technology,Carrollton,United States,Chris McAfee,20.00%,1,12-08-2016,CA-2016-155845,75007,Logitech diNovo Edge Keyboard,52,7,Central,"1,400",Consumer,15-08-2016,Second Class,Texas,Accessories
Furniture,Lafayette,United States,Sean Miller,0.00%,1,09-07-2017,CA-2017-145128,47905,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,32,5,Central,526,Home Office,14-07-2017,Standard Class,Indiana,Furnishings
Office Supplies,Columbus,United States,Ruben Ausman,0.00%,1,22-11-2014,CA-2014-129091,31907,Fashion Color Clasp Envelopes,8,3,South,16,Corporate,27-11-2014,Standard Class,Georgia,Envelopes
Office Supplies,Columbus,United States,Ruben Ausman,0.00%,1,22-11-2014,CA-2014-129091,31907,GBC ProClick Punch Binding System,157,5,South,320,Corporate,27-11-2014,Standard Class,Georgia,Binders
Office Supplies,Columbus,United States,Ruben Ausman,0.00%,1,22-11-2014,CA-2014-129091,31907,Staple envelope,5,2,South,11,Corporate,27-11-2014,Standard Class,Georgia,Envelopes
Office Supplies,Columbus,United States,Ruben Ausman,0.00%,1,22-11-2014,CA-2014-129091,31907,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,290,3,South,675,Corporate,27-11-2014,Standard Class,Georgia,Appliances
Furniture,Alexandria,United States,Shirley Daniels,0.00%,1,26-01-2014,US-2014-155502,22304,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",31,3,South,63,Home Office,31-01-2014,Standard Class,Virginia,Furnishings
Office Supplies,Alexandria,United States,Shirley Daniels,0.00%,1,26-01-2014,US-2014-155502,22304,"SAFCO Commercial Wire Shelving, 72h",0,8,South,490,Home Office,31-01-2014,Standard Class,Virginia,Storage
Office Supplies,Alexandria,United States,Shirley Daniels,0.00%,1,26-01-2014,US-2014-155502,22304,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",9,3,South,19,Home Office,31-01-2014,Standard Class,Virginia,Paper
Office Supplies,Alexandria,United States,Shirley Daniels,0.00%,1,26-01-2014,US-2014-155502,22304,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",8,2,South,17,Home Office,31-01-2014,Standard Class,Virginia,Paper
Technology,Alexandria,United States,Shirley Daniels,0.00%,1,26-01-2014,US-2014-155502,22304,Macally Suction Cup Mount,0,13,South,155,Home Office,31-01-2014,Standard Class,Virginia,Phones
Furniture,Alexandria,United States,Shirley Daniels,0.00%,1,26-01-2014,US-2014-155502,22304,Eldon Image Series Black Desk Accessories,4,3,South,12,Home Office,31-01-2014,Standard Class,Virginia,Furnishings
Technology,Alexandria,United States,Shirley Daniels,0.00%,1,26-01-2014,US-2014-155502,22304,Jabra SPEAK 410,53,2,South,188,Home Office,31-01-2014,Standard Class,Virginia,Phones
Office Supplies,Haltom City,United States,Chris Selesnick,20.00%,1,03-11-2015,CA-2015-121041,76117,"#10 Gummed Flap White Envelopes, 100/Box",2,2,Central,7,Corporate,10-11-2015,Standard Class,Texas,Envelopes
Office Supplies,New York City,United States,Ralph Arnett,0.00%,1,30-06-2017,CA-2017-131695,10024,Steel Personal Filing/Posting Tote,67,7,East,249,Consumer,06-07-2017,Standard Class,New York,Storage
Furniture,New York City,United States,Ralph Arnett,0.00%,1,30-06-2017,CA-2017-131695,10024,"Executive Impressions 14""",10,1,East,22,Consumer,06-07-2017,Standard Class,New York,Furnishings
